,Unnamed: 0,date,high,low,open,close,volume,adjclose,formatted_date,Ticker,Company,compound
3171,3171,1503322200,168.0,165.82000732421875,167.16000366210938,167.77999877929688,11907500,167.77999877929688,2017-08-21,FB,Facebook,0
3172,3172,1503408600,169.8699951171875,167.14999389648438,168.27999877929688,169.63999938964844,11391000,169.63999938964844,2017-08-22,FB,Facebook,0
3173,3173,1503495000,169.36000061035156,168.1999969482422,168.83999633789062,168.7100067138672,9856500,168.7100067138672,2017-08-23,FB,Facebook,0
3174,3174,1503581400,169.2899932861328,166.41000366210938,168.8800048828125,167.74000549316406,14030400,167.74000549316406,2017-08-24,FB,Facebook,0
3175,3175,1503667800,168.3800048828125,166.17999267578125,167.86000061035156,166.32000732421875,12614500,166.32000732421875,2017-08-25,FB,Facebook,0
3176,3176,1503927000,167.6999969482422,166.3300018310547,166.91000366210938,167.24000549316406,8553700,167.24000549316406,2017-08-28,FB,Facebook,0
3177,3177,1504013400,168.42999267578125,165.0,165.25,168.0500030517578,11121000,168.0500030517578,2017-08-29,FB,Facebook,0
3178,3178,1504099800,170.17999267578125,167.6300048828125,168.1699981689453,169.9199981689453,11138300,169.9199981689453,2017-08-30,FB,Facebook,0
3179,3179,1504186200,172.14999389648438,170.05999755859375,170.39999389648438,171.97000122070312,17226500,171.97000122070312,2017-08-31,FB,Facebook,0
3180,3180,1504272600,172.9199981689453,171.30999755859375,172.39999389648438,172.02000427246094,11677600,172.02000427246094,2017-09-01,FB,Facebook,0
3181,3181,1504618200,172.38999938964844,169.5500030517578,171.27000427246094,170.72000122070312,13210900,170.72000122070312,2017-09-05,FB,Facebook,0
3182,3182,1504704600,172.47999572753906,169.57000732421875,170.91000366210938,172.08999633789062,13906300,172.08999633789062,2017-09-06,FB,Facebook,0
3183,3183,1504791000,173.30999755859375,170.27000427246094,171.94000244140625,173.2100067138672,18049500,173.2100067138672,2017-09-07,FB,Facebook,0
3184,3184,1504877400,173.49000549316406,170.8000030517578,173.08999633789062,170.9499969482422,10998500,170.9499969482422,2017-09-08,FB,Facebook,0
3185,3185,1505136600,173.88999938964844,172.1999969482422,172.39999389648438,173.50999450683594,12372000,173.50999450683594,2017-09-11,FB,Facebook,0
3186,3186,1505223000,174.0,171.75,173.75999450683594,172.9600067138672,11186300,172.9600067138672,2017-09-12,FB,Facebook,0
3187,3187,1505309400,173.1699981689453,172.05999755859375,173.00999450683594,173.0500030517578,9119300,173.0500030517578,2017-09-13,FB,Facebook,0
3188,3188,1505395800,172.27999877929688,170.5,172.25999450683594,170.9600067138672,15615700,170.9600067138672,2017-09-14,FB,Facebook,0
3189,3189,1505482200,172.33999633789062,170.25999450683594,170.8800048828125,171.63999938964844,15660500,171.63999938964844,2017-09-15,FB,Facebook,0
3190,3190,1505741400,172.07000732421875,169.33999633789062,171.99000549316406,170.00999450683594,12954000,170.00999450683594,2017-09-18,FB,Facebook,0
3191,3191,1505827800,172.55999755859375,170.36000061035156,170.6199951171875,172.52000427246094,13168600,172.52000427246094,2017-09-19,FB,Facebook,0
3192,3192,1505914200,173.0500030517578,170.6999969482422,172.5,172.1699981689453,12264100,172.1699981689453,2017-09-20,FB,Facebook,0
3193,3193,1506000600,172.27000427246094,170.00999450683594,171.69000244140625,171.11000061035156,11161400,171.11000061035156,2017-09-21,FB,Facebook,0
3194,3194,1506087000,171.72999572753906,169.22000122070312,170.2100067138672,170.5399932861328,12097100,170.5399932861328,2017-09-22,FB,Facebook,0
3195,3195,1506346200,169.3000030517578,161.55999755859375,169.24000549316406,162.8699951171875,41251600,162.8699951171875,2017-09-25,FB,Facebook,0
3196,3196,1506432600,165.5,162.77999877929688,164.5,164.2100067138672,23363300,164.2100067138672,2017-09-26,FB,Facebook,0
3197,3197,1506519000,168.33999633789062,165.57000732421875,165.89999389648438,167.67999267578125,19242500,167.67999267578125,2017-09-27,FB,Facebook,0
3198,3198,1506605400,169.07000732421875,167.16000366210938,167.94000244140625,168.72999572753906,12178700,168.72999572753906,2017-09-28,FB,Facebook,0
3199,3199,1506691800,171.66000366210938,168.80999755859375,168.8300018310547,170.8699951171875,15340400,170.8699951171875,2017-09-29,FB,Facebook,0
3200,3200,1506951000,171.8699951171875,168.75,171.38999938964844,169.47000122070312,13392300,169.47000122070312,2017-10-02,FB,Facebook,0
3201,3201,1507037400,170.72999572753906,169.1999969482422,169.3000030517578,169.9600067138672,8190300,169.9600067138672,2017-10-03,FB,Facebook,0
3202,3202,1507123800,170.6699981689453,168.2899932861328,169.8300018310547,168.4199981689453,12127900,168.4199981689453,2017-10-04,FB,Facebook,0
3203,3203,1507210200,171.30999755859375,168.60000610351562,169.17999267578125,171.24000549316406,14580600,171.24000549316406,2017-10-05,FB,Facebook,0
3204,3204,1507296600,172.3699951171875,169.75,170.25,172.22999572753906,13124500,172.22999572753906,2017-10-06,FB,Facebook,0
3205,3205,1507555800,174.8800048828125,172.0,172.6999969482422,172.5,14570400,172.5,2017-10-09,FB,Facebook,0
3206,3206,1507642200,173.1999969482422,170.8000030517578,173.0,171.58999633789062,11341100,171.58999633789062,2017-10-10,FB,Facebook,0
3207,3207,1507728600,172.77999877929688,171.39999389648438,171.9499969482422,172.74000549316406,11283700,172.74000549316406,2017-10-11,FB,Facebook,0
3208,3208,1507815000,173.85000610351562,172.2899932861328,172.61000061035156,172.5500030517578,10351000,172.5500030517578,2017-10-12,FB,Facebook,0
3209,3209,1507901400,174.64999389648438,173.1999969482422,173.4499969482422,173.74000549316406,13658300,173.74000549316406,2017-10-13,FB,Facebook,0
3210,3210,1508160600,175.0,174.05999755859375,174.49000549316406,174.52000427246094,11498800,174.52000427246094,2017-10-16,FB,Facebook,0
3211,3211,1508247000,176.1300048828125,174.36000061035156,174.7100067138672,176.11000061035156,15990100,176.11000061035156,2017-10-17,FB,Facebook,0
3212,3212,1508333400,176.74000549316406,175.75,176.64999389648438,176.02999877929688,12752400,176.02999877929688,2017-10-18,FB,Facebook,0
