,Unnamed: 0,date,high,low,open,close,volume,adjclose,formatted_date,Ticker,Company,compound
5285,5285,1503322200,928.25,918.5999755859376,925.77001953125,920.8699951171876,1301200,920.8699951171876,2017-08-21,GOOGL,Google,0
5286,5286,1503408600,941.9600219726562,926.1699829101562,926.9600219726562,940.4000244140624,1775100,940.4000244140624,2017-08-22,GOOGL,Google,0
5287,5287,1503495000,945.4299926757812,935.239990234375,937.0,942.5800170898438,1134500,942.5800170898438,2017-08-23,GOOGL,Google,0
5288,5288,1503581400,946.3099975585938,930.739990234375,943.7100219726562,936.8900146484376,1294600,936.8900146484376,2017-08-24,GOOGL,Google,0
5289,5289,1503667800,940.72998046875,930.0999755859376,939.2100219726562,930.5,1187300,930.5,2017-08-25,GOOGL,Google,0
5290,5290,1503927000,934.8499755859376,926.1099853515624,931.8800048828124,928.1300048828124,1049400,928.1300048828124,2017-08-28,GOOGL,Google,0
5291,5291,1504013400,938.1900024414062,919.3099975585938,919.9500122070312,935.75,1158600,935.75,2017-08-29,GOOGL,Google,0
5292,5292,1504099800,945.8599853515624,934.0499877929688,935.6699829101562,943.6300048828124,1120300,943.6300048828124,2017-08-30,GOOGL,Google,0
5293,5293,1504186200,957.2000122070312,946.25,946.2999877929688,955.239990234375,1693300,955.239990234375,2017-08-31,GOOGL,Google,0
5294,5294,1504272600,958.3300170898438,950.280029296875,957.469970703125,951.989990234375,1042900,951.989990234375,2017-09-01,GOOGL,Google,0
5295,5295,1504618200,951.3900146484376,935.5999755859376,946.8599853515624,941.47998046875,1457400,941.47998046875,2017-09-05,GOOGL,Google,0
5296,5296,1504704600,944.5,932.6799926757812,943.8699951171876,942.02001953125,1391500,942.02001953125,2017-09-06,GOOGL,Google,0
5297,5297,1504791000,950.5,937.530029296875,944.25,949.8900146484376,1116600,949.8900146484376,2017-09-07,GOOGL,Google,0
5298,5298,1504877400,950.7000122070312,940.010009765625,949.7000122070312,941.4099731445312,999900,941.4099731445312,2017-09-08,GOOGL,Google,0
5299,5299,1505136600,952.6799926757812,941.0,947.2000122070312,943.2899780273438,1337400,943.2899780273438,2017-09-11,GOOGL,Google,0
5300,5300,1505223000,948.0900268554688,937.5,946.9199829101562,946.6500244140624,1284800,946.6500244140624,2017-09-12,GOOGL,Google,0
5301,5301,1505309400,952.8499755859376,944.739990234375,945.5,950.4400024414062,1095400,950.4400024414062,2017-09-13,GOOGL,Google,0
5302,5302,1505395800,948.030029296875,938.3599853515624,946.0,940.1300048828124,1427400,940.1300048828124,2017-09-14,GOOGL,Google,0
5303,5303,1505482200,941.75,931.25,940.0900268554688,935.2899780273438,1994300,935.2899780273438,2017-09-15,GOOGL,Google,0
5304,5304,1505741400,936.8599853515624,925.4000244140624,935.010009765625,929.75,1473700,929.75,2017-09-18,GOOGL,Google,0
5305,5305,1505827800,937.9400024414062,926.6599731445312,933.4099731445312,936.8599853515624,1242700,936.8599853515624,2017-09-19,GOOGL,Google,0
5306,5306,1505914200,950.0,937.5,937.72998046875,947.5399780273438,2004000,947.5399780273438,2017-09-20,GOOGL,Google,0
