,Unnamed: 0,date,high,low,open,close,volume,adjclose,formatted_date,Ticker,Company,compound
0,0,1503322200,39.47249984741211,38.77750015258789,39.375,39.3025016784668,105474000,37.45500183105469,2017-08-21,AAPL,Apple,0
1,1,1503408600,40.0,39.505001068115234,39.557498931884766,39.94499969482422,86418400,38.067291259765625,2017-08-22,AAPL,Apple,0
2,2,1503495000,40.11750030517578,39.720001220703125,39.76750183105469,39.994998931884766,77596400,38.11494064331055,2017-08-23,AAPL,Apple,0
3,3,1503581400,40.185001373291016,39.63750076293945,40.10749816894531,39.817501068115234,79275600,37.94578170776367,2017-08-24,AAPL,Apple,0
4,4,1503667800,40.13999938964844,39.817501068115234,39.91249847412109,39.96500015258789,101920400,38.08634948730469,2017-08-25,AAPL,Apple,0
5,5,1503927000,40.5,39.98249816894531,40.03499984741211,40.36750030517578,103864000,38.46994400024414,2017-08-28,AAPL,Apple,0
6,6,1504013400,40.77999877929688,40.0,40.025001525878906,40.727500915527344,118067600,38.81301498413086,2017-08-29,AAPL,Apple,0
7,7,1504099800,40.97249984741211,40.65250015258789,40.95000076293945,40.837501525878906,109078400,38.91784286499024,2017-08-30,AAPL,Apple,0
8,8,1504186200,41.130001068115234,40.869998931884766,40.90999984741211,41.0,107140400,39.072696685791016,2017-08-31,AAPL,Apple,0
9,9,1504272600,41.23500061035156,40.907501220703125,41.20000076293945,41.01250076293945,66364400,39.08460998535156,2017-09-01,AAPL,Apple,0
10,10,1504618200,41.0625,40.13999938964844,40.9375,40.52000045776367,117874000,38.61526107788086,2017-09-05,AAPL,Apple,0
11,11,1504704600,40.747501373291016,40.130001068115234,40.6775016784668,40.477500915527344,86606800,38.57475662231445,2017-09-06,AAPL,Apple,0
12,12,1504791000,40.560001373291016,40.09000015258789,40.522499084472656,40.31499862670898,87714000,38.419898986816406,2017-09-07,AAPL,Apple,0
13,13,1504877400,40.28749847412109,39.63249969482422,40.21500015258789,39.657501220703125,114446000,37.793304443359375,2017-09-08,AAPL,Apple,0
14,14,1505136600,40.51250076293945,39.97249984741211,40.125,40.375,126323200,38.477081298828125,2017-09-11,AAPL,Apple,0
15,15,1505223000,40.9900016784668,39.692501068115234,40.65250015258789,40.21500015258789,286856000,38.32460403442383,2017-09-12,AAPL,Apple,0
16,16,1505309400,39.9900016784668,39.477500915527344,39.96749877929688,39.91249847412109,179629600,38.03631210327149,2017-09-13,AAPL,Apple,0
17,17,1505395800,39.84999847412109,39.522499084472656,39.747501373291016,39.56999969482422,95042800,37.70992660522461,2017-09-14,AAPL,Apple,0
18,18,1505482200,40.24250030517578,39.5,39.61750030517578,39.970001220703125,196458400,38.09111404418945,2017-09-15,AAPL,Apple,0
19,19,1505741400,40.125,39.5,40.02750015258789,39.66749954223633,113077600,37.802833557128906,2017-09-18,AAPL,Apple,0
20,20,1505827800,39.942501068115234,39.61000061035156,39.87749862670898,39.682498931884766,83242400,37.8171272277832,2017-09-19,AAPL,Apple,0
21,21,1505914200,39.56499862670898,38.45750045776367,39.47499847412109,39.01750183105469,211805600,37.183387756347656,2017-09-20,AAPL,Apple,0
22,22,1506000600,38.95000076293945,38.1875,38.95000076293945,38.34749984741211,150046800,36.54489135742188,2017-09-21,AAPL,Apple,0
23,23,1506087000,38.067501068115234,37.63999938964844,37.8849983215332,37.97249984741211,186581600,36.18751525878906,2017-09-22,AAPL,Apple,0
24,24,1506346200,37.95750045776367,37.290000915527344,37.497501373291016,37.63750076293945,177549200,35.86825942993164,2017-09-25,AAPL,Apple,0
25,25,1506432600,38.47999954223633,37.92250061035156,37.94499969482422,38.28499984741211,146640000,36.485328674316406,2017-09-26,AAPL,Apple,0
26,26,1506519000,38.68000030517578,38.3849983215332,38.45000076293945,38.557498931884766,102016800,36.74501800537109,2017-09-27,AAPL,Apple,0
27,27,1506605400,38.56999969482422,38.17499923706055,38.47249984741211,38.31999969482422,88022000,36.518680572509766,2017-09-28,AAPL,Apple,0
28,28,1506691800,38.532501220703125,38.0,38.3025016784668,38.52999877929688,105199200,36.71879577636719,2017-09-29,AAPL,Apple,0
29,29,1506951000,38.61249923706055,38.18000030517578,38.56499862670898,38.45249938964844,74795200,36.64494705200195,2017-10-02,AAPL,Apple,0
30,30,1507037400,38.772499084472656,38.477500915527344,38.50249862670898,38.619998931884766,64921200,36.8045768737793,2017-10-03,AAPL,Apple,0
31,31,1507123800,38.46500015258789,38.1150016784668,38.407501220703125,38.369998931884766,80655200,36.56633377075195,2017-10-04,AAPL,Apple,0
32,32,1507210200,38.86000061035156,38.51250076293945,38.54499816894531,38.84749984741211,85135200,37.02138519287109,2017-10-05,AAPL,Apple,0
33,33,1507296600,38.872501373291016,38.63999938964844,38.74250030517578,38.82500076293945,69630400,36.999942779541016,2017-10-06,AAPL,Apple,0
34,34,1507555800,39.182498931884766,38.872501373291016,38.95249938964844,38.959999084472656,65051600,37.12858581542969,2017-10-09,AAPL,Apple,0
35,35,1507642200,39.5,38.775001525878906,39.01499938964844,38.97499847412109,62468000,37.14289093017578,2017-10-10,AAPL,Apple,0
36,36,1507728600,39.244998931884766,38.9375,38.99250030517578,39.13750076293945,67622400,37.29775238037109,2017-10-11,AAPL,Apple,0
37,37,1507815000,39.34249877929688,38.932498931884766,39.087501525878906,39.0,64500400,37.16670989990234,2017-10-12,AAPL,Apple,0
38,38,1507901400,39.31999969482422,39.102500915527344,39.182498931884766,39.247501373291016,65576800,37.40258026123047,2017-10-13,AAPL,Apple,0
